id,yas,gelir,kredi_tutari,kredi_suresi_ay,mevcut_borc,borc_gelir_orani,calisma_durumu,egitim,medeni_durum,ev_sahibi,kredi_gecmisi,kredi_onay
1678,54,18768,10036,48,5253,0.28,Emekli,Lisans,Evli,Hayır,Temiz,Onay
1679,37,15578,33204,24,8941,0.57,Emekli,Lisans,Bekar,Evet,Gecikmeli,Ret
1680,55,11494,35073,36,2378,0.21,Çalışıyor,Lisans,Bekar,Evet,Yeni,Ret
1681,56,12024,22616,60,22454,1.87,Emekli,Doktora,Bekar,Hayır,Gecikmeli,Ret
1682,27,18584,26132,60,12039,0.65,İşsiz,Yüksek,Evli,Hayır,Gecikmeli,Ret
1683,33,9989,11381,60,8565,0.86,Öğrenci,Yüksek,Evli,Hayır,Yeni,Onay
1684,18,18337,11263,24,21144,1.15,Öğrenci,Lisans,Bekar,Hayır,Temiz,Onay
1685,26,13753,56525,36,706,0.05,İşsiz,Lisans,Bekar,Hayır,Yeni,Ret
1686,27,13443,43749,48,2294,0.17,Çalışıyor,Lise,Bekar,Evet,Temiz,Onay
1687,34,4907,17944,12,9673,1.97,Öğrenci,Doktora,Evli,Hayır,Gecikmeli,Ret
1688,25,16936,43267,24,33178,1.96,Öğrenci,Doktora,Dul,Evet,Yeni,Ret
1689,43,6080,22815,18,756,0.12,İşsiz,Yüksek,Bekar,Hayır,Temiz,Onay
1690,50,14802,48511,60,4464,0.3,İşsiz,Doktora,Dul,Evet,Gecikmeli,Ret
1691,47,8033,63258,48,2765,0.34,Öğrenci,Yüksek,Evli,Hayır,Temiz,Onay
1692,57,15881,13659,72,25657,1.62,İşsiz,Lisans,Dul,Hayır,Yeni,Ret
1693,60,9002,48619,18,194,0.02,Öğrenci,Yüksek,Evli,Hayır,Gecikmeli,Ret
1694,56,2885,60846,12,3056,1.06,Öğrenci,Doktora,Evli,Evet,Yeni,Onay
1695,58,5322,49370,18,4889,0.92,Öğrenci,Doktora,Dul,Evet,Temiz,Ret
1696,21,12444,23498,24,21317,1.71,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
1697,23,5078,46459,60,1669,0.33,Emekli,Doktora,Dul,Evet,Gecikmeli,Ret
1698,45,19074,48530,36,14533,0.76,Öğrenci,Lise,Dul,Hayır,Yeni,Onay
1699,44,16253,37759,12,32125,1.98,İşsiz,Doktora,Bekar,Evet,Temiz,Onay
1700,27,14819,53154,48,23668,1.6,Öğrenci,Lise,Bekar,Hayır,Yeni,Onay
1701,19,4547,68506,72,845,0.19,Emekli,Doktora,Bekar,Hayır,Temiz,Onay
1702,31,19844,7949,72,17121,0.86,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Ret
1703,44,18352,45600,48,3151,0.17,İşsiz,Doktora,Dul,Hayır,Gecikmeli,Ret
1704,33,9561,28701,12,9671,1.01,Öğrenci,Yüksek,Evli,Hayır,Temiz,Onay
1705,26,12417,55351,36,18262,1.47,Çalışıyor,Lisans,Dul,Evet,Yeni,Ret
1706,56,6415,38677,18,6916,1.08,Çalışıyor,Doktora,Bekar,Hayır,Temiz,Ret
1707,65,13265,42763,18,2327,0.18,İşsiz,Lisans,Evli,Evet,Temiz,Ret
1708,38,15559,57650,24,8872,0.57,Öğrenci,Doktora,Evli,Evet,Yeni,Onay
1709,18,3323,44928,48,4491,1.35,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
1710,61,5458,53248,18,2814,0.52,Öğrenci,Lise,Dul,Hayır,Yeni,Onay
1711,56,19713,35646,24,1352,0.07,Öğrenci,Doktora,Dul,Hayır,Yeni,Onay
1712,51,7715,52729,72,5458,0.71,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
1713,27,11722,35442,72,9200,0.78,Emekli,Yüksek,Dul,Evet,Yeni,Ret
1714,25,10421,18608,24,6765,0.65,İşsiz,Yüksek,Bekar,Hayır,Temiz,Onay
1715,54,13871,26044,24,17152,1.24,Emekli,Lisans,Dul,Hayır,Temiz,Onay
1716,65,3100,62553,24,2627,0.85,İşsiz,Lise,Evli,Evet,Temiz,Ret
1717,41,16999,33283,72,8679,0.51,Çalışıyor,Lisans,Evli,Evet,Yeni,Ret
1718,22,10413,49383,36,18765,1.8,İşsiz,Lise,Dul,Evet,Yeni,Ret
1719,40,3509,39431,48,3621,1.03,Çalışıyor,Doktora,Evli,Hayır,Yeni,Ret
1720,31,18818,8821,12,31655,1.68,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
1721,33,4432,68130,60,8390,1.89,Emekli,Lisans,Evli,Hayır,Gecikmeli,Ret
1722,32,8554,52162,18,7271,0.85,Öğrenci,Doktora,Bekar,Hayır,Temiz,Ret
1723,30,11442,13006,12,2790,0.24,Öğrenci,Lisans,Dul,Evet,Gecikmeli,Onay
1724,54,8018,34913,36,11684,1.46,Emekli,Yüksek,Dul,Hayır,Yeni,Ret
1725,23,16964,23679,12,17010,1.0,Çalışıyor,Lise,Bekar,Hayır,Yeni,Ret
1726,52,11176,14416,24,6754,0.6,Öğrenci,Doktora,Dul,Evet,Yeni,Onay
1727,63,4931,25782,36,8760,1.78,İşsiz,Doktora,Bekar,Hayır,Temiz,Ret
1728,32,5733,26279,60,11265,1.96,Emekli,Doktora,Evli,Hayır,Yeni,Ret
1729,49,13400,68910,36,5488,0.41,İşsiz,Yüksek,Evli,Hayır,Temiz,Onay
1730,33,8880,6404,12,13734,1.55,Emekli,Yüksek,Dul,Hayır,Temiz,Ret
1731,64,17501,22243,24,24244,1.39,İşsiz,Lise,Dul,Evet,Temiz,Onay
1732,26,15062,45097,48,16513,1.1,Öğrenci,Lisans,Dul,Evet,Temiz,Ret
1733,48,11205,9246,36,16285,1.45,Çalışıyor,Lisans,Dul,Hayır,Gecikmeli,Ret
1734,46,6972,14366,48,585,0.08,Öğrenci,Lise,Evli,Hayır,Temiz,Onay
1735,65,7397,66078,12,13470,1.82,Öğrenci,Doktora,Bekar,Hayır,Gecikmeli,Ret
1736,45,5984,64527,72,10727,1.79,İşsiz,Yüksek,Bekar,Hayır,Temiz,Ret
1737,32,12758,10541,48,1978,0.16,Emekli,Lisans,Evli,Hayır,Gecikmeli,Ret
1738,20,9802,18214,24,14594,1.49,İşsiz,Lisans,Dul,Evet,Yeni,Ret
1739,21,18015,55325,12,22586,1.25,İşsiz,Lise,Dul,Hayır,Gecikmeli,Ret
1740,52,18835,19342,60,10320,0.55,Öğrenci,Lisans,Bekar,Evet,Gecikmeli,Ret
1741,47,10538,44357,24,12972,1.23,Emekli,Lisans,Bekar,Hayır,Yeni,Onay
1742,45,9569,9403,60,2975,0.31,Öğrenci,Lisans,Bekar,Evet,Gecikmeli,Ret
1743,61,8534,49721,18,11296,1.32,Emekli,Doktora,Dul,Evet,Temiz,Ret
1744,44,12249,63613,24,15457,1.26,Emekli,Doktora,Dul,Evet,Gecikmeli,Ret
1745,36,9310,67304,24,7753,0.83,Emekli,Lisans,Dul,Hayır,Yeni,Ret
1746,63,3314,50739,36,3158,0.95,Emekli,Doktora,Dul,Hayır,Temiz,Ret
1747,37,17464,20889,36,12776,0.73,Çalışıyor,Lise,Evli,Hayır,Yeni,Onay
1748,62,10490,39963,60,6081,0.58,Çalışıyor,Doktora,Evli,Hayır,Yeni,Ret
1749,40,9532,31566,48,10403,1.09,Öğrenci,Yüksek,Evli,Hayır,Temiz,Onay
1750,38,4572,59360,48,532,0.12,İşsiz,Lisans,Dul,Hayır,Yeni,Ret
1751,40,6591,30680,12,12703,1.93,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
1752,37,3117,11018,72,3327,1.07,Çalışıyor,Yüksek,Bekar,Hayır,Yeni,Onay
1753,37,7572,26038,72,6609,0.87,Öğrenci,Lise,Dul,Evet,Gecikmeli,Ret
1754,49,18645,67256,48,26680,1.43,İşsiz,Lise,Bekar,Hayır,Yeni,Ret
1755,48,2674,35286,60,2211,0.83,Emekli,Lise,Evli,Hayır,Gecikmeli,Ret
1756,55,17616,46819,48,34999,1.99,İşsiz,Lise,Bekar,Evet,Temiz,Onay
1757,22,12262,59720,60,12147,0.99,İşsiz,Lise,Evli,Evet,Gecikmeli,Ret
1758,55,17829,8299,12,23232,1.3,Emekli,Lisans,Evli,Evet,Yeni,Ret
1759,60,9929,42343,60,18649,1.88,İşsiz,Doktora,Dul,Evet,Gecikmeli,Ret
1760,20,6524,16804,18,2330,0.36,İşsiz,Doktora,Evli,Hayır,Temiz,Onay
1761,50,5777,54734,24,5634,0.98,Çalışıyor,Lise,Bekar,Hayır,Yeni,Ret
1762,35,17296,55591,60,12823,0.74,Çalışıyor,Yüksek,Evli,Evet,Yeni,Onay
1763,59,17689,19017,60,2864,0.16,İşsiz,Lise,Bekar,Evet,Temiz,Onay
1764,35,17657,38553,72,3930,0.22,Emekli,Yüksek,Evli,Evet,Gecikmeli,Ret
1765,57,4255,28728,24,4923,1.16,Emekli,Lisans,Evli,Evet,Yeni,Ret
1766,22,15554,50945,60,11159,0.72,İşsiz,Lisans,Evli,Evet,Yeni,Onay
1767,19,14383,34731,36,1353,0.09,Öğrenci,Yüksek,Dul,Hayır,Gecikmeli,Ret
1768,62,15812,68303,36,17495,1.11,Öğrenci,Yüksek,Dul,Evet,Temiz,Onay
1769,19,7530,16666,12,12561,1.67,İşsiz,Doktora,Evli,Hayır,Temiz,Ret
1770,19,2009,59102,12,2783,1.39,İşsiz,Yüksek,Dul,Hayır,Temiz,Ret
1771,29,10514,21001,12,10654,1.01,Emekli,Doktora,Dul,Hayır,Temiz,Onay
1772,49,9574,21531,48,16847,1.76,İşsiz,Doktora,Dul,Evet,Yeni,Ret
1773,65,11192,18374,72,5164,0.46,Öğrenci,Lisans,Evli,Evet,Gecikmeli,Ret
1774,32,12474,46408,12,20333,1.63,Emekli,Doktora,Evli,Hayır,Temiz,Onay
1775,19,7965,32649,36,3609,0.45,Çalışıyor,Yüksek,Bekar,Evet,Temiz,Onay
1776,56,16583,59747,60,20570,1.24,Çalışıyor,Doktora,Bekar,Hayır,Yeni,Ret
1777,55,6628,61609,12,1876,0.28,Öğrenci,Lise,Bekar,Hayır,Yeni,Onay
1778,46,2588,32711,48,3608,1.39,Emekli,Lise,Bekar,Evet,Yeni,Ret
1779,33,18992,36206,60,19608,1.03,İşsiz,Yüksek,Bekar,Evet,Yeni,Ret
1780,29,5747,27007,48,7530,1.31,Öğrenci,Yüksek,Dul,Evet,Temiz,Ret
1781,38,17118,58055,48,20846,1.22,Emekli,Lise,Dul,Hayır,Temiz,Onay
1782,25,10528,59340,24,13384,1.27,Çalışıyor,Lise,Bekar,Evet,Temiz,Onay
1783,32,5129,19806,60,8540,1.67,Çalışıyor,Doktora,Bekar,Hayır,Temiz,Ret
1784,23,6368,49422,48,1338,0.21,Öğrenci,Lise,Dul,Evet,Gecikmeli,Ret
1785,26,17024,39178,18,105,0.01,Çalışıyor,Doktora,Dul,Evet,Gecikmeli,Ret
1786,29,15066,32705,12,25076,1.66,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
1787,47,10451,65569,18,15418,1.48,Öğrenci,Yüksek,Dul,Hayır,Yeni,Ret
1788,59,14730,17225,48,11494,0.78,Çalışıyor,Lise,Dul,Hayır,Yeni,Ret
1789,22,4759,15604,12,8790,1.85,Öğrenci,Doktora,Bekar,Evet,Yeni,Ret
1790,43,16804,39110,18,3916,0.23,Öğrenci,Lisans,Dul,Hayır,Yeni,Ret
1791,43,3476,49668,12,1968,0.57,Emekli,Yüksek,Bekar,Evet,Yeni,Ret
1792,25,6414,53579,48,9703,1.51,İşsiz,Yüksek,Evli,Hayır,Temiz,Ret
1793,45,11009,44612,72,8268,0.75,Öğrenci,Yüksek,Evli,Evet,Gecikmeli,Ret
1794,40,11859,7512,18,5142,0.43,Çalışıyor,Yüksek,Dul,Hayır,Yeni,Onay
1795,40,3007,30026,36,2139,0.71,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Ret
1796,51,6109,21361,18,5461,0.89,İşsiz,Yüksek,Bekar,Evet,Yeni,Ret
1797,42,10940,23013,72,13707,1.25,Öğrenci,Doktora,Bekar,Evet,Yeni,Ret
1798,38,10225,59678,12,8098,0.79,Emekli,Doktora,Bekar,Hayır,Yeni,Onay
1799,44,2063,44715,12,4097,1.99,Öğrenci,Lise,Evli,Evet,Temiz,Ret
1800,23,9215,45856,60,17206,1.87,Emekli,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1801,31,6523,44948,24,2787,0.43,Çalışıyor,Lise,Evli,Evet,Gecikmeli,Onay
1802,61,12539,22012,24,20051,1.6,Öğrenci,Yüksek,Bekar,Evet,Temiz,Onay
1803,36,5611,17128,36,6389,1.14,Çalışıyor,Doktora,Dul,Evet,Yeni,Ret
1804,42,19217,39253,36,7051,0.37,Öğrenci,Doktora,Evli,Hayır,Yeni,Onay
1805,37,17217,7252,36,23020,1.34,Emekli,Lise,Dul,Hayır,Gecikmeli,Ret
1806,38,13540,54662,48,10105,0.75,Emekli,Lise,Dul,Evet,Yeni,Ret
1807,58,5085,9386,18,2774,0.55,Çalışıyor,Yüksek,Bekar,Evet,Temiz,Onay
1808,33,12179,5093,18,12751,1.05,Öğrenci,Yüksek,Dul,Evet,Yeni,Ret
1809,31,12318,9408,48,3869,0.31,Emekli,Lisans,Dul,Evet,Gecikmeli,Ret
1810,43,19467,27523,12,19118,0.98,Öğrenci,Lise,Bekar,Evet,Yeni,Onay
1811,62,19682,41393,72,14813,0.75,İşsiz,Lisans,Dul,Evet,Temiz,Onay
1812,45,2253,42379,24,3197,1.42,Çalışıyor,Lise,Evli,Hayır,Temiz,Ret
1813,28,18135,45879,60,26208,1.45,İşsiz,Lise,Bekar,Hayır,Temiz,Onay
1814,42,14238,21015,60,22193,1.56,Çalışıyor,Doktora,Dul,Evet,Gecikmeli,Ret
1815,38,10097,15124,12,7756,0.77,İşsiz,Doktora,Dul,Hayır,Temiz,Onay
1816,64,6938,60183,36,11309,1.63,Öğrenci,Yüksek,Dul,Hayır,Gecikmeli,Ret
1817,61,4924,23074,12,3918,0.8,Emekli,Lise,Evli,Evet,Yeni,Onay
1818,43,8501,28059,48,13238,1.56,Emekli,Lise,Evli,Hayır,Yeni,Ret
1819,46,8710,36422,12,2850,0.33,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
1820,18,15635,44425,36,6404,0.41,İşsiz,Lise,Dul,Evet,Temiz,Onay
1821,42,7226,61467,48,3271,0.45,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
1822,58,5393,52104,72,534,0.1,Emekli,Lisans,Evli,Hayır,Gecikmeli,Ret
1823,52,17825,17356,18,32863,1.84,Çalışıyor,Doktora,Bekar,Evet,Yeni,Ret
1824,48,13472,20185,12,6500,0.48,Çalışıyor,Yüksek,Dul,Evet,Gecikmeli,Ret
1825,36,5557,50294,60,118,0.02,Emekli,Lise,Dul,Evet,Yeni,Ret
1826,63,7069,37273,48,8608,1.22,Öğrenci,Lisans,Bekar,Hayır,Yeni,Ret
1827,49,11482,65221,60,7310,0.64,İşsiz,Yüksek,Dul,Hayır,Yeni,Onay
1828,38,8054,13772,24,15308,1.9,Çalışıyor,Lisans,Bekar,Evet,Gecikmeli,Ret
1829,54,18731,19094,12,13562,0.72,Çalışıyor,Lise,Evli,Evet,Gecikmeli,Ret
1830,45,11548,18381,48,5207,0.45,Emekli,Lise,Bekar,Evet,Yeni,Onay
1831,27,8862,63313,24,16861,1.9,Çalışıyor,Lise,Dul,Evet,Gecikmeli,Onay
1832,39,10088,46892,24,1495,0.15,Öğrenci,Lisans,Dul,Evet,Gecikmeli,Ret
1833,35,6863,54894,48,7592,1.11,Öğrenci,Yüksek,Bekar,Evet,Gecikmeli,Onay
1834,65,14993,30891,12,19932,1.33,Çalışıyor,Lisans,Evli,Evet,Temiz,Onay
1835,26,18544,9828,72,29516,1.59,Öğrenci,Lise,Evli,Hayır,Gecikmeli,Ret
1836,25,7908,53389,48,8420,1.06,Öğrenci,Yüksek,Evli,Hayır,Gecikmeli,Ret
1837,29,11522,66813,18,1352,0.12,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
1838,23,17763,57246,36,24594,1.38,İşsiz,Lisans,Evli,Evet,Temiz,Onay
1839,39,2894,62046,12,5598,1.93,İşsiz,Lisans,Bekar,Hayır,Yeni,Onay
1840,60,15241,11124,72,12179,0.8,Emekli,Lisans,Bekar,Hayır,Temiz,Onay
1841,46,2004,37559,48,1611,0.8,İşsiz,Yüksek,Bekar,Hayır,Yeni,Ret
1842,33,11454,28958,12,11214,0.98,Emekli,Lise,Evli,Evet,Temiz,Onay
1843,63,16428,36668,24,8673,0.53,Öğrenci,Lisans,Bekar,Hayır,Gecikmeli,Ret
1844,46,13221,16029,18,15196,1.15,İşsiz,Lisans,Bekar,Evet,Gecikmeli,Onay
1845,56,8715,58640,18,2067,0.24,Emekli,Yüksek,Bekar,Evet,Yeni,Ret
1846,40,3262,22481,60,1858,0.57,Emekli,Yüksek,Evli,Hayır,Gecikmeli,Ret
1847,27,19920,30211,72,15610,0.78,Çalışıyor,Doktora,Evli,Evet,Gecikmeli,Ret
1848,36,15655,68292,24,17882,1.14,İşsiz,Lise,Evli,Evet,Yeni,Ret
1849,51,18660,19720,24,471,0.03,Öğrenci,Lisans,Bekar,Evet,Yeni,Onay
1850,45,14525,69685,72,806,0.06,Öğrenci,Lisans,Dul,Hayır,Temiz,Onay
1851,59,16777,13947,36,18589,1.11,İşsiz,Doktora,Dul,Evet,Temiz,Ret
1852,59,17765,24257,36,34560,1.95,Öğrenci,Lisans,Dul,Hayır,Yeni,Ret
1853,54,19130,39385,72,29326,1.53,İşsiz,Lisans,Evli,Evet,Yeni,Ret
1854,55,3719,64061,48,465,0.13,Emekli,Doktora,Dul,Hayır,Temiz,Ret
1855,25,13246,36394,60,25669,1.94,İşsiz,Lise,Dul,Hayır,Temiz,Ret
1856,24,3417,9337,24,2412,0.71,Öğrenci,Lisans,Evli,Hayır,Temiz,Ret
1857,32,15079,67823,24,9197,0.61,İşsiz,Doktora,Evli,Evet,Temiz,Onay
1858,33,19041,49836,18,23254,1.22,Emekli,Lise,Evli,Evet,Temiz,Onay
1859,64,5766,54275,24,1800,0.31,İşsiz,Lise,Evli,Hayır,Gecikmeli,Onay
1860,21,13786,19704,36,5578,0.4,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
1861,38,14863,36328,72,26221,1.76,İşsiz,Doktora,Evli,Hayır,Temiz,Onay
1862,32,12005,23815,72,12123,1.01,Çalışıyor,Lisans,Bekar,Evet,Temiz,Onay
1863,49,17781,30782,48,8470,0.48,İşsiz,Lise,Dul,Evet,Yeni,Ret
1864,61,7846,66462,12,13719,1.75,Emekli,Lisans,Dul,Hayır,Yeni,Ret
1865,51,11509,11647,12,12551,1.09,Öğrenci,Lise,Bekar,Hayır,Temiz,Onay
1866,37,2056,45624,24,2291,1.11,Emekli,Yüksek,Evli,Hayır,Temiz,Ret
1867,37,17648,46187,24,5567,0.32,Öğrenci,Lise,Dul,Hayır,Temiz,Onay
1868,30,18342,27476,72,18099,0.99,Öğrenci,Lisans,Evli,Hayır,Temiz,Onay
1869,23,4766,12902,72,3079,0.65,İşsiz,Yüksek,Dul,Hayır,Yeni,Onay
1870,31,2371,42426,72,229,0.1,Çalışıyor,Doktora,Dul,Evet,Yeni,Ret
1871,64,5327,52832,24,677,0.13,Emekli,Lisans,Dul,Evet,Yeni,Ret
1872,64,5769,46287,36,8168,1.42,İşsiz,Lise,Bekar,Evet,Gecikmeli,Onay
1873,23,6927,26764,18,8829,1.27,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
1874,49,17217,42404,12,5320,0.31,Öğrenci,Doktora,Dul,Hayır,Yeni,Onay
1875,42,19448,64979,48,30691,1.58,Öğrenci,Lisans,Dul,Hayır,Temiz,Onay
1876,50,9859,39198,60,5577,0.57,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
1877,64,12961,45483,24,25089,1.94,İşsiz,Lisans,Evli,Evet,Temiz,Onay
1878,23,2014,37278,24,2983,1.48,İşsiz,Yüksek,Dul,Hayır,Yeni,Ret
1879,24,2342,16733,72,1081,0.46,Emekli,Lisans,Evli,Hayır,Yeni,Ret
1880,29,2797,67646,12,2896,1.04,Öğrenci,Lise,Bekar,Hayır,Gecikmeli,Ret
1881,29,19686,29067,24,2189,0.11,Öğrenci,Lisans,Bekar,Hayır,Gecikmeli,Ret
1882,28,8241,69269,18,10079,1.22,İşsiz,Yüksek,Bekar,Hayır,Temiz,Ret
1883,61,12511,57894,18,23405,1.87,Emekli,Yüksek,Bekar,Evet,Yeni,Ret
1884,26,11525,24102,48,16283,1.41,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
1885,60,8639,31829,48,4031,0.47,İşsiz,Doktora,Evli,Hayır,Gecikmeli,Ret
1886,47,12408,53132,12,22723,1.83,Öğrenci,Lise,Bekar,Hayır,Yeni,Onay
1887,20,6377,52051,18,2440,0.38,Çalışıyor,Yüksek,Dul,Hayır,Gecikmeli,Ret
1888,62,7667,61928,72,10624,1.39,Emekli,Yüksek,Evli,Hayır,Gecikmeli,Ret
1889,23,8378,55764,18,15641,1.87,İşsiz,Lise,Bekar,Hayır,Gecikmeli,Ret
1890,56,13996,7508,72,22876,1.63,İşsiz,Lisans,Dul,Evet,Yeni,Ret
1891,65,5095,18736,12,1306,0.26,Çalışıyor,Lise,Bekar,Evet,Yeni,Onay
1892,33,17961,53663,24,33026,1.84,İşsiz,Yüksek,Dul,Hayır,Yeni,Ret
1893,46,17361,49489,36,5169,0.3,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
1894,29,16838,39621,36,17529,1.04,İşsiz,Yüksek,Dul,Evet,Temiz,Onay
1895,29,14116,43228,24,7663,0.54,İşsiz,Doktora,Evli,Hayır,Temiz,Onay
1896,63,16123,8119,48,12065,0.75,Çalışıyor,Doktora,Dul,Hayır,Temiz,Onay
1897,54,11532,10357,12,5551,0.48,Emekli,Yüksek,Bekar,Evet,Gecikmeli,Ret
1898,63,16968,18476,24,3731,0.22,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
1899,45,2545,42135,12,621,0.24,İşsiz,Lise,Evli,Hayır,Gecikmeli,Ret
1900,24,2516,32194,12,3287,1.31,İşsiz,Doktora,Bekar,Hayır,Gecikmeli,Ret
1901,19,13219,9546,48,16719,1.26,İşsiz,Lisans,Dul,Evet,Temiz,Onay
1902,27,4157,30259,24,5388,1.3,İşsiz,Lisans,Evli,Hayır,Temiz,Ret
1903,39,2828,5206,24,5495,1.94,Emekli,Doktora,Bekar,Hayır,Yeni,Ret
1904,51,19692,58962,36,11161,0.57,Çalışıyor,Lise,Dul,Evet,Yeni,Onay
1905,41,8403,56283,36,12760,1.52,İşsiz,Lise,Dul,Hayır,Gecikmeli,Ret
1906,23,7452,29323,12,8369,1.12,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Onay
1907,37,12073,29921,36,5282,0.44,Öğrenci,Lise,Dul,Evet,Yeni,Onay
1908,27,3867,37044,72,2935,0.76,İşsiz,Lise,Evli,Evet,Yeni,Ret
1909,48,15412,46751,18,7687,0.5,İşsiz,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1910,42,12627,31790,48,15343,1.22,İşsiz,Yüksek,Bekar,Hayır,Yeni,Ret
1911,57,19541,10532,72,27000,1.38,Emekli,Lise,Dul,Hayır,Yeni,Ret
1912,52,5910,59714,12,4020,0.68,İşsiz,Lise,Evli,Evet,Temiz,Ret
1913,20,11582,7519,36,12374,1.07,Emekli,Lise,Bekar,Evet,Yeni,Ret
1914,53,16621,39481,72,12311,0.74,İşsiz,Lisans,Evli,Evet,Temiz,Onay
1915,44,3776,67576,12,467,0.12,Emekli,Doktora,Evli,Evet,Yeni,Ret
1916,26,12723,36555,36,21577,1.7,Emekli,Lisans,Evli,Evet,Gecikmeli,Ret
1917,64,16557,28071,24,24285,1.47,Emekli,Lisans,Evli,Evet,Gecikmeli,Ret
1918,42,4882,49010,36,1795,0.37,Emekli,Lisans,Bekar,Evet,Gecikmeli,Ret
1919,53,11432,32584,36,14516,1.27,Öğrenci,Lisans,Evli,Evet,Temiz,Onay
1920,47,6249,13941,60,5700,0.91,Çalışıyor,Doktora,Dul,Hayır,Yeni,Ret
1921,19,19727,47476,36,5263,0.27,İşsiz,Yüksek,Bekar,Evet,Temiz,Onay
1922,39,3772,43073,48,4226,1.12,Çalışıyor,Yüksek,Evli,Hayır,Temiz,Ret
1923,28,7656,12618,48,6081,0.79,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
1924,33,3164,22111,48,5686,1.8,Öğrenci,Doktora,Evli,Hayır,Yeni,Ret
1925,42,8705,52213,72,663,0.08,Emekli,Lise,Evli,Hayır,Gecikmeli,Ret
1926,38,8427,19164,12,14872,1.76,Emekli,Lise,Evli,Hayır,Temiz,Ret
1927,39,9965,9176,48,4660,0.47,Çalışıyor,Doktora,Evli,Hayır,Yeni,Ret
1928,40,18527,13034,12,16871,0.91,Emekli,Lisans,Bekar,Evet,Temiz,Onay
1929,33,12896,39725,72,3055,0.24,Öğrenci,Yüksek,Dul,Hayır,Temiz,Onay
1930,24,9603,52791,48,244,0.03,Çalışıyor,Doktora,Bekar,Evet,Gecikmeli,Onay
1931,63,18547,66094,48,9250,0.5,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
1932,56,10447,48846,18,15839,1.52,Öğrenci,Lisans,Dul,Hayır,Temiz,Onay
1933,37,16318,60145,72,30194,1.85,Emekli,Lisans,Dul,Evet,Gecikmeli,Onay
1934,35,2500,54194,60,1784,0.71,İşsiz,Lisans,Bekar,Hayır,Gecikmeli,Ret
1935,33,12766,35647,18,2306,0.18,İşsiz,Doktora,Dul,Evet,Gecikmeli,Ret
1936,36,10663,12734,18,10763,1.01,Emekli,Lisans,Evli,Hayır,Temiz,Onay
1937,53,11676,48444,18,9620,0.82,Emekli,Yüksek,Evli,Hayır,Gecikmeli,Ret
1938,37,14335,46819,12,7868,0.55,Emekli,Lise,Dul,Hayır,Gecikmeli,Ret
1939,27,7002,53475,36,5214,0.74,Emekli,Yüksek,Bekar,Evet,Yeni,Onay
1940,26,10786,42620,60,8311,0.77,İşsiz,Doktora,Dul,Hayır,Temiz,Onay
1941,54,13880,29799,36,4809,0.35,Çalışıyor,Lise,Dul,Hayır,Gecikmeli,Ret
1942,35,19890,45495,60,1057,0.05,Öğrenci,Lisans,Dul,Hayır,Temiz,Onay
1943,23,2576,50253,24,4174,1.62,Çalışıyor,Lisans,Evli,Hayır,Gecikmeli,Ret
1944,55,14096,23101,24,6423,0.46,Çalışıyor,Yüksek,Dul,Evet,Gecikmeli,Ret
1945,41,3352,15359,60,130,0.04,Öğrenci,Lise,Dul,Hayır,Gecikmeli,Ret
1946,32,15185,64478,12,27579,1.82,Öğrenci,Doktora,Bekar,Hayır,Gecikmeli,Onay
1947,39,6058,36356,60,8847,1.46,Öğrenci,Lise,Evli,Evet,Gecikmeli,Onay
1948,62,2679,52058,36,5182,1.93,Öğrenci,Lisans,Dul,Hayır,Yeni,Ret
1949,64,2682,57251,18,2254,0.84,İşsiz,Yüksek,Evli,Evet,Gecikmeli,Ret
1950,51,8092,9753,24,10642,1.32,İşsiz,Lise,Evli,Evet,Gecikmeli,Ret
1951,47,6716,24441,72,10285,1.53,Emekli,Lise,Dul,Evet,Gecikmeli,Ret
1952,55,16662,33354,36,7506,0.45,Çalışıyor,Yüksek,Bekar,Evet,Yeni,Onay
1953,63,4317,34193,60,2792,0.65,Emekli,Lisans,Evli,Hayır,Gecikmeli,Ret
1954,30,15867,44971,12,10188,0.64,Emekli,Lisans,Bekar,Hayır,Temiz,Onay
